Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
Kcnj8	7.27	0.24	0.19	0.47	0.2	4.18	0.29	3.14	7.22	0.17	0.56	0.48
Rec8	3.78	3.03	4.73	2.65	2.13	1.66	2.46	1.89	3.1	6.17	2.2	4.41
Dhx38	27.14	48.93	42.19	28.47	35.12	24.02	37.42	25.4	25.47	62.3	32.43	33.28
Hcls1	3.06	1.59	1.12	1.4	1.12	3.07	1.37	3.85	2.99	2.62	1.54	1.2
Prox1	0.84	0.83	2.02	1.05	1.05	1.86	0.97	1.69	1.01	4.95	2.32	1.99
Tsga10	2.68	2.83	2.96	3.12	2.54	3.07	2.21	3.31	2.21	5.35	4.17	3.09
Fez1	2.87	6.89	38.47	36.25	5.63	32.41	6.49	27.76	2.5	51.61	47.31	33.05
Slc12a9	5.1	4.83	6.02	4.87	3.95	5.35	4.24	5.42	4	6.34	4.9	5.35
Ceacam5	0	0	0	0.02	0	0	0.01	0	0	0.08	0	0.02
5530401A14Rik	0	0	0	0.04	0	0.06	0	0	0	0	0	0.03
Msi2	29.78	55.64	62.48	46.12	39.28	38.48	40.26	35.49	27.18	98.94	55.58	47.84
DQ710574	0	0	0	0	0	0	0	0	0	0	0	0
Ermard	5.85	9.33	9.37	6.84	6.34	7.85	7.96	9.21	5.96	12.47	8.64	7.21
AK039210	2.1	5.03	6.19	3.94	4.7	4.2	3.79	2.07	2.05	7.11	5.59	4.59
AB251080	0	0	0	0	0	0	0	0	0	0	0	0
Bnc1	5.92	8.37	7.14	1.16	6.36	2.6	6.71	2.86	5.25	8.37	1.48	5.41
Hhipl2	0.06	0.23	0.16	0.03	0.18	0.04	0.19	0.11	0.08	0.35	0.19	0.15
DQ703006	0	0	0	0	0	0	0	0	0	0	0	0
4933408N05Rik	0	0.06	0	0	0.02	0	0	0.09	0	0.06	0.06	0.07
Ftl1	1546.18	1500.58	1691.79	1570.46	1360.89	1309.1	1514.75	1460.56	1392.9	1709.86	1321.88	1380.72
Lman2	48.74	55.26	50.7	41.09	40.72	39.92	43.48	42.67	43.45	59.12	39.99	39.67
Cyth4	4.57	1.54	1.45	1.55	1.55	4.66	1.46	3.81	4.64	2.15	2.56	1.81
9430065F17Rik	0.53	0.1	0.65	0.27	0.26	0.66	0.39	0.71	0.34	0.66	0.1	0.22
Phf24	0.28	0.13	0.24	0.27	0.16	2.97	0.12	1.83	0.34	0.4	0.25	0.17
Cdc42ep1	19.22	4.79	12.41	6.71	3.69	7.26	3.97	7.2	16.82	14.67	7.14	8.68
Samd15	0.26	0.26	0.1	0.31	0.14	0.11	0.09	0.07	0.08	0.41	0.13	0.14
Jak2	9.13	12.7	9.51	7.83	8.78	14.51	8.91	13.8	7.24	14.09	8.71	8.59
Vps26a	25.31	32.25	30.94	24.3	24.77	26.09	23.46	23.36	24.03	39.28	26.15	22.02
Rab21	12.32	17.15	18.24	15.01	13.9	18.23	14.34	17.85	12.8	26.37	15.88	15.33
Erbb2	14.77	18.48	12.13	11.64	14.12	28.21	15.08	27.1	14.24	14.33	10.39	11.22
Mir467f	2.52	0	0	6.53	1.7	0	1.66	0	0	17.27	4.19	0
Olfr872	0.1	0	0	0	0	0.1	0	0	0	0	0	0
AK038730	0.18	0.59	1.32	0	0.48	0.73	0.24	0.25	0	0.31	1.81	0.19
Bicdl1	6.45	2.61	4.79	3.79	3.28	5.56	2.79	5.54	5.07	5.01	3.16	2.39
DQ702452	0	0	0	0	0	0	0	0	0	0	0	0
Focad	8.74	8.77	10.3	7.66	6.53	10.37	7.23	9	8.23	14.74	9.53	7.83
Zc3h12d	0.15	0.12	0.07	0.03	0.06	0.1	0.1	0.12	0.13	0.07	0.25	0.04
DQ701324	0	0	0	0	0	0	0	0	0	0	0	0
Lpin3	0.72	1.94	0.47	0.52	1.56	1.6	1.31	1.24	0.81	0.71	0.54	0.43
BC114417	0.79	9.42	4	4	2.1	0.74	3.41	2.86	1.46	16.57	8.36	3.22
DQ711851	0	0	0	0	0	0	0	0	0	0	0	0
Olfr846	0	0	0	0	0.04	0	0.04	0	0	0	0	0
AK144834	0.73	0.27	0.16	0.24	0.36	0.29	0.42	0.17	0.66	0.18	0.31	0.26
Gm28979	0	0	0	0.05	0	0.07	0	0	0	0.12	0.12	0
Sugt1	57.54	76.51	67.78	59.43	61.19	44.63	66.88	50.34	52.79	76	54.92	52.78
AB347864	0	0	0	0	0	0	0	0	0	0	0	0
Mpc2	48.31	39.2	30.39	32.88	38	49.62	45.76	52.66	51.32	26.33	28.93	31.77
Cd44	8.39	2.84	1.8	1.52	1.98	17.81	2.22	13.15	6.5	2.87	1.87	1.64
AK019596	0	0	0	0	0	0	0	0	0	0	0	0
Olfr645	0	0	0	0	0	0.12	0	0	0	0	0	0
Sirpb1a	0.02	0	0	0	0	0	0.15	0	0	0	0.28	0
Gm15511	0	0	0.44	0.57	0.15	0	0	0.15	0	0	0.37	0.11
Ncoa3	9.13	11.7	12.12	8.02	8.98	13.06	9.08	12.08	8.3	19.02	11.15	9.48
Mir695	0	0	0	0	0	0	0	0	5.93	0	0	0
DQ544457	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r22	0	0	0	0	0	0	0	0	0	0.05	0.05	0
AK047030	1.45	3.27	3.5	2.81	2.13	4.21	2.32	2.36	1.13	4.54	3.54	2.89
Ankef1	0.1	0.19	0.28	0.36	0.23	0.18	0.19	0.34	0.13	0.16	0.38	0.07
Ube4b	35.08	49.76	45.79	37.1	33.66	36.43	42.06	34.47	29.04	77.58	44.57	40.79
Olfr781	0	0	0	0	0	0	0.08	0	0	0	0	0
B4galt7	15.28	16.96	14.67	10.15	12.37	14.39	13.79	17.38	15.27	16.29	9.58	12.65
Wfdc3	0.44	0.38	0.23	0.11	0.2	0.35	0.11	0	0.3	0.3	0.29	0.63
Mir6238	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn13	20.42	30.04	34.13	25.7	21.18	45.36	21.94	37.21	16.48	44.9	34.57	21.39
Cdc42ep2	12.44	2.84	2.71	2.45	2.4	9.12	2.7	12.8	14.58	2.99	2.66	2.52
Clec3a	0.04	0.09	0.05	0.02	0	0.21	0.01	0.17	0.02	0	0.18	0.02
DQ696825	0	0	0	0	0	0	0	0	0	0	0	0
AB341981	0	0	0	0	0	0	0	0	0	0	0	0
Nav1	4.16	4.58	6.11	4.93	3.5	6.31	3.93	6.23	3.66	10.11	7.78	4.54
DQ693219	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0	0.08	0	0	0.1	0	0
Cyp17a1	0	0.09	0.08	0	0.08	0.06	0.21	0.04	0.03	0.05	0	0
Cep72	4.94	11.09	7.8	5.56	7.79	5.73	7.04	4.68	4.15	11.34	7.76	5.88
Rab11fip5	6.02	4.43	1.28	0.98	3.16	9.55	3.89	8.52	6.92	2.31	2.23	1.91
Upf3b	9.24	17.46	14.26	10.43	12.32	12.83	12.47	9.65	8.81	20.02	12.46	12.29
AK158286	0.3	0.68	0.58	0.62	0.32	1	0.51	0.49	0.25	0.68	0.7	0.31
DQ549940	0	0	0	0	0	0	0	0	0	0	0	0
AK015378	0.08	0	0	0.1	0	0	0	0	0	0	0	0
1810043G02Rik	12.34	14.89	16.48	13.2	11.87	12.48	12.03	13.89	11.38	16.26	14.58	11.52
Hirip3	20.64	30.57	31.66	20.44	24.57	15.43	24.32	16.85	20.86	40.02	24.91	24.72
Gm11715	0	0	0	0	0.08	0	0.17	0	0	0	0.41	0
Ahcyl1	22.37	21.57	23.18	20.88	17.17	30.45	19.14	24.44	16.45	43.19	28.7	19.66
Lrrc8a	12.05	19.01	16.37	14.28	15.08	15.35	15.73	16.26	10.95	22.87	16.18	14.18
Dlx2	0.13	3.89	0.88	3.64	2.51	1.37	3.28	2.19	0.11	1.65	3.66	0.77
4930524O05Rik	0	0	0.14	0	0	0	0	0	0	0.18	0	0.11
Elf3	0.85	2.06	1.24	0.79	1.71	2.86	2.3	2.35	0.9	1.63	0.92	1.27
Nnmt	0.33	0.84	0.6	0.31	0.22	2.66	0.42	2.62	0.76	0.22	0.43	0.2
Sh3bgr	2.53	0.34	4.39	1.13	0.67	1.83	0.57	1.79	7.91	3.62	0.76	2.87
Ano2	0.19	0.19	0.1	0.14	0.26	0.38	0.32	0.53	0.02	0.08	0.03	0.2
M13680	2.69	0	0	1.39	0.36	0	1.41	1.45	1.14	0	0	0
Gclm	7.05	8.44	8.33	7.78	5.91	7.45	7.19	7	6.61	12.19	7.86	6.83
DQ701521	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc1	9.66	8.39	6.12	5.49	5.73	12.41	5.95	11.3	8.62	6.85	6.1	4.84
Stk24	19.36	23.77	24.59	19.07	18.42	22.74	20	19.37	17.01	36.23	24.58	18.85
DQ703181	0	0	0	0	0	0	0	0	0	0	0	0
AB336957	0	0	0	0	0	0	0	0	0	0	0	0
Snx17	56.89	60.33	57.75	39.68	50.24	45.74	49.22	53.17	50.41	64.67	44.21	50.66
Acsbg1	0.62	0.52	0.95	1.94	0.18	0.76	0.19	1	0.6	1.23	1.64	1.15
AK137844	0.33	0.78	0.41	0.43	0.5	0.5	0.27	0.5	0.22	0.53	0.59	0.53
Mir7002	0	0	0	0	0	0	0	0	0	0	0	0
DQ714432	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk4	1.37	1.37	0.82	0.79	0.74	2.14	0.83	1.84	1.13	1.33	0.94	0.74
AK210685	0	0	0	0	0	0	0	0	0	3.24	0	0.3
Nlrp4a	0	0	0.02	0	0	0	0	0	0.04	0.03	0	0
Fbxw13	0	0	0	0	0	0	0	0	0	0	0.07	0
Ccdc50	27.4	42.47	38.84	27.32	30.28	32.51	31.54	26.14	23.92	59.1	35.53	31.45
Mir7670	0	0	0	0	0	0	0	0	0	0	0	0
AK084920	0.91	1.15	1.1	0.7	0.74	1.3	0.56	1.08	0.67	1.77	1.28	0.55
AB337820	0	0	0	0	0	0	0	0	0	0	0	0
Igfbpl1	0.46	2.73	21.68	11.29	2.61	0.62	2.4	1.46	0.53	23.53	14.48	20.78
Ikbkb	10.32	16.89	16.9	13.05	12.21	17.05	13.48	14.14	8.45	23.63	15.75	12.82
BC099573	0	0	0	0	0	0	0	0	0	0	0	0
4930524N10Rik	0	0	0	0	0	0	0.04	0	0	0	0	0
Hdgfl2	36.83	65.82	65.96	49.72	49.32	33.4	51.51	39.29	36.72	86.76	47.68	49.11
Cd53	2.36	0.94	0.55	0.46	0.68	2.96	0.9	1.39	2.28	0.45	0.81	0.56
FJ541087	0	0	0	0	0	0	0	0	0	0	0	0
DQ706858	0	0	0	0	0	0	0	0	0	0	0	0
Ptpru	2.57	6.28	4.59	4.7	4.49	11.37	4.93	10.88	1.79	6.61	4.22	4.59
Bud23	41.93	68.95	53.71	48.75	52.32	33.42	67.19	38.85	43.17	67.59	47	51.01
Vmn1r53	0	0	0	0.13	0.1	0	0	0	0	0	0.08	0
Bmp7	3.78	24.52	12.69	11.03	20.31	23.9	21.88	26.19	3.29	14.96	11.54	10.83
Mir23a	0	0	0	0	0	0	0	0	0	0	0	0
4930578N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Npr2	7.17	4.97	6.51	8.09	3.36	18.1	3.76	15.52	6.29	6.7	6.47	6.21
4933406F09Rik	0	0	0.06	0	0	0	0.03	0	0	0	0	0
9330162012Rik	0.9	1.18	0.17	0.29	0.72	2.76	1.46	2	0.77	0.7	0.51	0.09
Klf6	16.71	10.22	12.53	12.76	7.71	19.89	7.86	19.91	15.15	15.22	12.79	9.05
Ago1	10.55	16.95	24.92	19.71	12.15	17.5	13.06	15.65	8.96	45.44	33.13	20.1
Hist1h2ae	1014.58	601.12	955.9	1268.18	867.97	445.87	927.85	393.82	941.61	663.71	1288.15	1143.95
Kdm7a	3.91	7.64	5.4	6.72	5.6	7.3	6.14	5.9	3.33	15.36	9.56	7.15
AK140771	0.78	1.52	2.12	1.51	1.02	3.3	1.26	1.83	0.77	2.36	1.75	1.98
AK053919	0.17	0.29	0.41	0.29	0.21	0.75	0.23	0.38	0.09	0.62	0.35	0.24
FJ541174	0	0	0	0	0	0	0	0	0	0	0	0
Actl7b	0	0.12	0.25	0.1	0.26	0	0.1	0	0.04	0.13	0.19	0.08
DQ694197	0	0	0	0	0	0	0	0	0	0	0	0
TRNA_Phe	0	0	0	0	0	0	0	0	0	0	0	0
DQ542743	0	0	0	0	0	0	0	0	0	0	0	0
Trhr	0.03	0	0	0	0	0.29	0.01	0.45	0.05	0.05	0.22	0.01
2700097O09Rik	13.35	17.21	16.38	12.44	14.21	11.75	16.14	12.12	10.51	18.31	11.58	15.59
Fscn1	74	156.37	175.52	131.02	118.47	83.79	131.09	89.36	72.04	273.62	176.46	146.99
Thg1l	9.36	11.16	11.31	8.14	11.62	5.75	9.84	7.39	7.54	13.57	9.34	9.07
Mir330	0	0	0	0	0	0	0	0	0	0	0	0
DQ714951	0	0	0	0	0	0	0	0	0	0	0	0
Deaf1	13.68	16.23	18.98	13.88	11.28	20.29	12.87	21.43	13.79	23.69	15.49	14.41
Mir7242	0	0	0	0	0	0	0	0	0	0	0	0
Rln3	0.13	0	0.18	0	0	0	0.09	0	0.14	0	0	0
AB337257	0	0	0	0	0	0	0	0	0	0	0	0
Vcp	199.91	245.7	260.34	195.21	186.27	180.37	200.36	183.22	172.85	361.83	232.17	201.66
Acss3	8.02	2.98	3.44	4.08	2.05	9.69	2.28	6.87	5.52	4.73	4.63	2.66
Fbxo9	12.99	15.78	12	10.36	12.12	17.41	13.94	15.34	12.06	16.58	10.74	10.62
Aunip	9.64	13.73	16.05	10.98	11.1	4.24	11.47	4.21	8.67	15.05	14.33	11.92
DQ703906	0	0	0	0	0	0	0	0	0	0	0	0
DQ717659	0	0	0	0	0	0	0	0	0	0	0	0
D16Ertd472e	5.15	8.9	7.14	4.95	6.07	8.85	6.34	7.08	4.82	10.43	5.52	5.38
Smpdl3a	5.38	2.68	2.3	2.6	2.2	7.37	2.77	8.77	6.95	3.8	2.59	2.16
Ccm2l	2.02	1.29	1.4	1.34	1.23	2.05	1.08	1.46	2.37	2.19	1.65	1.56
AB345231	0	0	0	0	0	0	0	0	0	0	0	0
Tlr11	0	0	0	0	0.04	0	0	0	0	0	0.06	0
Tnnt3	1.55	2.87	4.59	1.1	1.8	21.65	1.69	18.33	7.83	6.44	1.13	4.69
Scube2	0.26	0.12	5.77	0.75	0.15	0.82	0.23	1.36	0.14	5.72	2.36	2.38
Vmn1r33	0	0	0	0	0.04	0	0	0	0	0	0	0
AK076976	0	0.33	0	0	0.24	0	0.07	0	0	0.26	0.17	0
CLM2-C	0	0	0	0	0	0	0	0	0	0	0	0
Atxn2	6.79	8.48	14.36	9.71	7.71	13.71	7.86	11.17	6.82	24.48	15.07	10.84
B4galnt1	0.75	2.29	1.46	1.87	1.94	3.88	1.9	4.31	1.05	3.15	1.5	1.51
Adprh	49.41	64.86	64.44	58.59	58.52	44.42	60.44	55.74	45.75	71.26	55.49	52.65
Zfyve9	14.43	19.9	17.85	13.04	15	20.72	16.25	18.5	13.03	29.01	16.81	13.98
DQ547106	0	0	0	0	0	0	0	0	0	0	0	0
Gm5615	0	0.06	0	0	0	0	0	0	0	0.05	0.04	0
Prss54	0	0	0	0	0	0	0.03	0	0	0.07	0	0
Dmrtc1a	0.24	0.09	0.14	0.19	0.11	0.53	0.03	0.65	0.2	0.09	0	0
AK135172	0.25	0.04	0.08	0.32	0.11	1.35	0.07	1	0.53	0.3	0.37	0.34
AK135663	0	0	0.06	0	0.06	0	0.07	0	0.14	0.07	0.13	0
KY467968	0	0.14	0	0	0	0.17	0	0	0.09	0	0	0.18
AK051866	0.18	0.21	0.12	0.09	0.16	0.22	0.19	0.2	0.13	0.39	0.19	0.11
1700028J19Rik	0.25	0.72	0	0.51	0.17	0.48	0.13	0.13	0.05	0.42	0.49	0.2
9230114K14Rik	1.29	1.65	1.12	1.1	0.88	2.18	1.31	1.87	0.62	1.97	1.64	1.38
Esco1	6.32	11.15	8.09	6.39	7.57	9.16	7.6	8.4	5.13	11.64	6.14	6.99
Gm6498	0.47	0.31	0.55	0.61	0.26	0.54	0.32	0.68	0.21	0.87	1.69	0.77
Lrrfip1	17.04	15.9	13.3	12.69	12.19	19.42	12.54	17.24	16.46	19.5	13.7	11.97
Pramef20	0	0	0	0	0	0	0.02	0	0	0	0	0
Olfr697	0	0.09	0	0	0	0	0	0	0	0	0	0
Olfml3	75.14	25.55	13.93	9.23	21.06	46.59	21.46	41.28	64.21	15.66	8.67	11.77
FJ541161	0	0	0	0	0	0	0	0	0	0	0	0
Gm16845	0.8	1.05	1.25	0.53	0.79	1.57	0.88	0.79	0.69	1.51	0.82	0.88
Olfr813	0	0	0	0	0.08	0	0	0	0	0	0	0
DQ713686	0	0	0	0	0	0	0	0	0	0	0	0
Kansl1	27.78	35.4	36.25	28.99	28.23	41.93	27.82	39.99	24.02	58.28	38.54	32.18
4930417O22Rik	0	0	0	0.06	0.03	0	0	0	0	0.08	0.08	0
D430019H16Rik	7.22	15.89	8.23	9.56	11.62	15.13	11.96	16.4	8.21	13.03	11.86	8.71
DQ551727	0	0	0	0	0	0	0	0	0	0	0	0
Abcc9	2.58	0.98	1.5	1.14	0.88	4.82	0.87	3.92	2.28	2.07	1.38	1.37
Vmn1r60	0	0	0	0	0	0	0	0	0	0	0	0
Tmem207	0	0.11	0	0.05	0	0	0.02	0	0	0	0.12	0
DQ707920	0	0	0	0	0	0	0	0	0	0	0	0
Gm13889	18.39	1.11	2.65	2.86	1.35	5.79	1.17	6.89	15.32	3.28	2.19	3.25
AK153807	0	0.06	0.05	0.02	0.04	0.17	0.09	0.02	0.01	0.05	0.19	0.05
Nubp1	34.48	39.75	47.66	32.41	34.64	22.48	42.91	26.79	36.33	39.7	32.54	37.15
Mir1264	0	0	0	0	0	0	0	0	0	0	0	0
AK202663	6.19	6.13	0.26	0.4	1.31	2.68	1.19	0	0.89	5.08	2.37	0
Pex3	11.27	10.31	7.42	6.62	8.98	11.42	8.69	11.57	9.17	10.94	7.49	6.92
Mir137	0	0	0	0	0	0	0	0	0	0	0	0
Psme3	63.11	117.2	97.99	86.5	88.24	51.85	94.81	63.84	60.42	136.31	106.75	96.44
DQ722029	0	0	0	0	0	0	0	0	0	0	0	0
Mir669n	0	0	0	0	0	0	0	0	0	0	0	0
DQ722830	0	0	0	0	0	0	0	0	0	0	0	0
Cyp1b1	1.74	6.51	4.19	1.69	4.77	3.36	5.35	4.59	2.34	5.08	1.45	3.49
Pcyt1b	1.48	4.16	2.22	2.36	3.81	3.27	3.34	3.11	1.25	4.45	2.69	2.13
D730045A05Rik	0	0	0.11	0.06	0.03	0.17	0.11	0.18	0	0.15	0.72	0.27
DQ704636	0	0	0	0	0	0	0	0	0	0	0	0
DQ569232	0	0	0	0	0	0	0	0	0	0	0	0
Myrip	0.27	0	0.16	0.22	0.03	0.13	0.09	0.38	0.41	0.26	0.22	0.17
DQ701294	0	0	0	0	0	0	0	0	0	0	0	0
Prr13	10.9	14.99	13.91	16.43	12.3	14.4	13.03	12.91	10.25	16.63	13.74	14.03
Spink4	0.17	0	0	0	0	0	0	0.23	0	0.3	0	0
Cobl	2.7	0.69	0.83	1.18	0.44	3.02	0.46	3.64	3.11	1.24	0.72	1.2
AK040659	0	0	0.11	0	0.11	0.5	0.05	0.79	0	0.28	0	0.26
Hist1h2bn	1602.94	808.82	1597.42	1488.73	1147.93	860.62	1243.47	787.54	1609.31	1061.59	1956.97	1814.95
Mir369	0	0	0	0	0	0	0	0	0	0	0	0
DQ723005	0	0	0	0	0	0	0	0	0	0	0	0
Flt1	3.99	3.36	4.74	4.52	2.46	5.77	2.44	4.11	3.33	5.05	4.21	4.24
AK047075	0.12	2.71	0.7	1.05	2.01	4.29	2.23	2.88	0.23	0.91	1.35	0.84
Gsdme	2.23	3.13	3.75	2.52	3.03	2.18	2.92	2.92	1.58	4.97	3.24	3.45
Gpld1	1.94	2.4	2.25	1.68	1.81	3.94	1.79	2.58	1.56	3.37	2.15	1.6
Ttll3	1.18	2.06	2.46	2.11	1.91	3.45	1.89	2.01	1.11	2.32	2.94	2.1
Sucnr1	0.14	0.11	0	0	0.05	0.21	0.02	0.19	0.07	0.06	0.06	0
Mir487b	0	0	0	0	0	0	0	0	0	0	0	0
Mir7036b	0	0	0	0	0	0	0	0	0	0	0	0
5430428K19Rik	0.31	0.1	0.08	0.57	0.38	1.89	0.17	0.26	0.07	0.43	0.63	0.45
Olfr27	0	0	0	0	0	0	0	0	0	0.1	0	0
Aar2	13.82	22.14	20.02	16.75	16.24	14.19	17.19	15.66	13.78	26.46	16.32	15.98
Slc22a7	0	0.04	0.07	0	0.02	0	0.03	0	0	0.18	0	0.05
Tufm	59.45	86.42	93.46	65.68	68.61	50.2	74.44	56.25	60.26	106.37	75.59	74.82
DQ691275	0	0	0	0	0	0	0	0	0	0	0	0
AA414768	1.22	0.42	0.6	0.25	0.72	0.9	0.83	1.09	1.37	0.44	0.38	0.37
DQ695187	0	0	0	0	0	0	0	0	0	0	0	0
Mir688	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf4	0.73	0.84	1.14	0.59	0.71	1.16	0.59	1.48	0.53	1.16	0.97	0.76
Mir8104	0	0	59.83	0	0	0	0	0	49.53	0	0	0
Tmem59	45.18	57.2	46.77	40.16	48.91	71.53	52	75.05	42.86	45.97	38.32	38.56
Slco1a1	0	0	0	0	0	0	0.01	0	0	0	0.02	0.04
Tango6	5.86	7.33	8.15	5.56	5.16	4.71	5.34	4.24	4.84	9.49	6.71	5.46
Gpn1	31.06	48.79	41.08	30.79	38.93	24.48	41.35	23.87	28.39	47.18	30.52	32.44
Ccdc36	1.46	1.13	0.53	0.33	0.68	0.48	0.85	0.77	1.22	0.85	0.37	0.64
Mycbp2	14.19	19.49	20.45	15.42	14.3	29.09	15.87	24.34	11.18	31.89	22.49	17.06
C3	0.75	0.67	0.04	0	0.69	0.38	0.6	0.26	0.52	0.09	0.03	0.01
DQ685919	0	0	0	0	0	0	0	0	0	0	0	0
Cubn	0.57	0.51	0.18	0.44	0.52	0.21	0.46	0.3	0.4	0.17	0.42	0.1
DQ568657	0	0	0	0	0	0	0	0	0	0	0	0
AW046200	0.25	0.35	0.91	0.28	0.29	0.44	0.24	0.29	0.04	0.62	0.36	0.3
DQ557694	0	0	0	0	0	0	0	0	0	0	0	0
Gm12070	0.19	0.32	0.16	0.72	0.35	0.69	0.34	0.05	0	0.57	0.4	0.12
Pex14	24.68	32.94	30.65	26.43	27.32	21.61	26.29	22.71	26.9	33	25.42	25.63
Adam34	0	0	0	0	0	0	0.04	0	0	0	0	0
Sprr2e	0	0	0	0	0.06	0	0	0	0	0.16	0.64	0
Dlg3	12.81	27.35	24.32	18.21	21.33	15.02	22.8	14.65	10.77	32.76	19.95	18.14
Nup210	6.45	6.53	13.37	7.72	5.51	7.4	5.26	6.47	5.48	17.8	15.87	8.59
Il18r1	0.04	0.02	0.03	0	0.01	0.11	0.07	0.11	0.1	0.08	0.05	0.01
Ginm1	16.54	12.56	10.51	9.23	9.18	17.99	10.95	15.56	14.33	11.53	9.06	9.32
Il10rb	7.46	2.92	1.94	2.15	2.79	6.3	2.67	7.23	7.64	2.25	1.37	1.64
Grin3b	0.54	0.69	0.81	0.64	0.6	0.96	0.6	0.61	0.44	0.96	0.6	0.78
Mast3	3.05	4.13	3.9	2.89	2.91	4.8	3.11	3.98	3.28	6.01	3.83	3.82
A430033K04Rik	8.21	12.39	8.85	6.77	10.25	14.11	10.98	13.11	7.56	21.07	19.53	7.19
Gsg1l2	0	0	0	0	0	0	0	0	0	0	0.11	0
DQ709789	0	0	0	0	0	0	0	0	0	0	0	0
Dtd1	12.31	15.31	15.42	12.41	13.72	15.85	13.99	15.43	12.39	16.06	12.25	11.52
DQ705815	0	0	0	0	0	0	0	0	0	0	0	0
Jazf1	1.25	1.6	0.83	0.74	1.4	6.14	1.58	4.79	1.05	1.07	1.64	0.91
DQ689221	0	0	0	0	0	0	0	0	0	0	0	0
Srarp	0	0	0	0	0.04	0	0.08	0	0	0	0.1	0
Krt18	39.68	41.37	40.5	49.49	32.25	35.4	35.01	31.19	33.86	39.64	31.03	25.99
Cbx2	21.58	73.79	61.58	47.96	52.73	26.75	58.94	27.59	20.59	87.22	54.48	46.8
AK053109	0.07	0	0.04	0.1	0	0.14	0	0.09	0.04	0	0	0
Nrxn2	0.37	0.48	2.43	1.7	0.36	1.67	0.45	2.26	0.47	3.76	2.72	2.32
Snord45b	0	0	0	0	0	0	0	0	0	0	0	0
Cer1	0.18	0.2	0.74	0.16	0.19	0	0.3	0.12	0.26	3.84	0.05	0.89
Olfr33	0	0	0	0	0	0	0	0	0	0.1	0	0
AK041465	0.57	0.57	0.46	0.92	0.58	0.58	0.34	0.62	0.48	0.6	0.56	0.52
DXBay18	0.11	0	0.27	0	0	0	0	0.1	0	0.4	0	0
A530058N18Rik	0	0	0	0.05	0.07	0.07	0.02	0	0.07	0	0.12	0.04
Rsc1a1	0	0	0.58	0	0	0.59	0.17	0.34	0	0	0	0
Mir6899	0	0	0	0	0	0	0	0	0	0	0	0
Zfp955b	11.98	16.19	9.88	8.71	11.5	12.13	11.95	10.34	10.09	14.58	8.64	7.66
Gm11554	0	0	0	0	0.05	0.07	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0.05	0	0.09	0	0	0	0.17	0
Entpd8	0	0.04	0.07	0	0.04	0	0.05	0	0.03	0.17	0.04	0
Jmjd6	38.61	54.99	60.83	45.42	43.18	41.12	47.73	35.53	32.07	73.37	46.09	48.93
Hist1h2bp	159.41	164.23	188.05	206.53	255.61	98.94	266.93	87.72	179.7	113.51	256.56	244.42
Tyw1	10.95	17.48	16.54	12.56	13.96	12.13	14.8	13.65	11.21	17.46	12.47	13.01
4930555K05Rik	0	0	0	0	0	0	0	0	0	0	0.19	0
Yars	29.13	33.34	37.43	27.14	25.5	24.7	26.11	24.85	26.98	53.05	30.27	28.51
Krtap21-1	0	0	0	0.1	0	0	0	0	0	0	0.13	0
AK016413	0	0	0	0.23	0	0	0	0	0	0	0	0
KY964551	0	0	0	0	0.21	0	0	0	0	0.52	0	0
DQ715509	0	0	0	0	0	0	0	0	0	0	0	0
Rps28	2144.46	1939.14	2107.84	1562.52	2236.44	1544.23	2385.17	1815.18	2396.46	1747.43	2082.32	2195.01
Iqcd	0.58	0.42	0.81	0.42	0.59	0.72	0.57	0.7	0.72	0.72	1.45	0.42
1700020D05Rik	0.22	0.18	0.15	0.5	0.3	0.55	0.32	0.37	0.17	0.57	0.09	0.51
AK165776	0.37	0.72	1.22	1.01	1.06	0.74	0.48	0.72	0.23	1.29	0.63	1.42
Pkia	11.18	19.28	10.76	11.47	12.95	20.42	12.64	21.53	10.89	16.76	10.65	10.38
Stx7	19.91	15.17	17.42	15.08	11.79	24.53	13.29	25.18	20.1	22.53	13.72	15.48
